1283.51,922.518,235395
1288.49,1194.47,2728
1297.95,267.066,314197
1307.4,1460.55,1171
1309.39,267.058,317976
1315.86,1115.63,16332
1320.34,555.113,189265
1331.3,267.065,316019
1336.77,555.091,185406
1351.2,528.129,237601
1351.7,1055.25,10543
1370.12,267.058,291518
1372.11,773.128,43650
1374.6,1320.66,3486
1379.58,1121.46,11613
1384.55,267.058,291321
1397,555.109,137683
1402.97,159.15,284812
1407.95,1305.71,5938
1416.91,1639.97,4605
1417.4,820.465,222391
1417.9,159.147,285673
1417.9,547.315,535362
1421.39,1205.55,3565
1437.81,1292.6,2189
1444.78,956.421,10995
1445.78,267.063,262929
1468.67,1362.72,4130
1469.17,464.241,728541
1469.17,927.491,238535
1474.15,267.061,237769
1497.54,915.422,11248
1500.53,267.071,234935
1513.97,501.787,457500
1513.97,1250.2,2786
1513.97,2005.16,6816
1514.46,1002.59,600159
1516.45,1442.24,1717
1550.3,961.316,6252
1551.8,555.091,89970
1553.79,159.147,238968
1564.24,159.147,249720
1571.7,1159.5,5486
1575.69,833.455,32498
1576.18,159.153,256623
1587.13,159.152,257465
1599.08,1005.99,31314
1621.98,1462.09,1505
1622.97,1005.99,28265
1625.96,582.309,859813
1625.96,1163.62,163614
1637.9,819.415,40822
1647.86,473.91,104555
1648.36,1419.72,5948
1648.85,710.353,46754
1661.3,1126.47,8747
1675.23,1485.67,1070
1683.2,636.977,171425
1683.7,954.949,55724
1696.64,1014.6,207986
1697.13,507.817,480563
1700.12,239.153,67094
1713.56,307.131,81069
1719.04,1537.83,1299
1719.53,769.388,42923
1727.5,1230.08,5604
1743.92,493.924,115883
1743.92,740.39,967641
1744.42,1479.83,108280
1755.37,1080.98,4485
1760.85,239.154,66305
1771.3,239.146,66541
1775.78,863.101,11215
1779.26,1159.54,7505
1785.73,1559.84,1154
1786.23,520.611,28033
1787.23,239.153,69123
1795.69,1111.56,8741
1795.69,1322.66,2671
1807.14,746.374,156118
1807.14,1141.5,6269
1807.14,1491.75,21188
1809.13,594.61,104940
1819.08,239.146,65634
1828.04,239.146,65577
1828.54,649.271,26679
1829.53,1297.52,9839
1831.03,891.429,14071
1838.99,895.393,14025
1839.99,239.146,66845
1847.95,239.146,65858
1849.94,1292.69,3084
1854.42,477.257,31270
1855.92,953.497,11768
1859.4,239.146,66544
1863.38,1505.81,3745
1863.88,1291.67,66789
1864.38,646.339,91938
1872.34,239.146,65978
1874.83,1505.79,4026
1875.33,753.423,48769
1884.29,953.528,4027
1888.27,239.157,67092
1897.73,875.979,11669
1901.71,1399.73,31163
1902.21,700.362,280428
1902.7,1043.27,5000
1916.64,239.151,66464
1917.14,1031.58,22401
1920.62,806.052,56867
1920.62,1409.68,1560
1921.62,1208.57,12787
1924.6,1806.97,1421
1925.1,602.995,52482
1930.08,239.153,64953
1937.05,1130.48,2963
1941.53,239.146,67292
1943.02,756.347,40185
1948.5,1076.98,4941
1955.46,1372.66,3326
1961.94,239.156,65418
1963.93,1533.67,2727
1970.89,575.608,85509
1971.39,862.919,185427
1972.39,1724.82,7559
1973.38,1363.63,3313
1973.88,239.146,64756
1988.81,239.137,65018
1997.77,239.145,63691
2009.22,499.287,43404
2009.72,997.575,84107
2013.2,239.146,64795
2016.69,1247.14,12868
2020.67,523.242,104952
2021.17,1567.72,99932
2021.66,784.369,793933
2051.53,239.142,64872
2052.52,1567.76,2836
2053.02,784.395,54604
2054.51,523.251,7565
2057,1234.66,2169
2064.97,239.152,64346
2074.92,812.894,12239
2076.42,1242.64,3281
2090.35,239.156,64987
2095.83,1217.7,9971
2096.32,609.34,76683
2106.78,239.152,63225
2111.26,1157.58,3142
2112.75,772.07,13409
2114.24,955.118,4319
2114.24,1434.7,1199
2122.71,609.336,2438
2134.65,239.15,63704
2138.14,1250.63,1379
2145.1,1485.95,1444
2146.6,239.146,65448
2146.6,732.46,105081
2146.6,1048.43,4157
2160.53,239.152,63872
2170.99,1222.01,1043
2177.95,239.156,63435
2178.95,1222.03,1037
2181.44,797.4,20655
2181.94,1593.76,1244
2186.42,239.146,64154
2188.9,1032.5,22734
2189.4,516.751,10690
2194.88,1222.02,1061
2199.86,797.403,12799
2209.31,546.331,5710
2211.8,239.15,62959
2218.27,1162.62,1609
2218.77,998.016,1111
2218.77,1324.63,5020
2222.25,239.154,62465
2238.68,1000.49,2816
2240.17,546.336,56505
2243.66,239.146,62280
2251.62,784.868,1234
2251.62,1032.5,2093
2254.11,239.157,62068
2267.55,239.146,62077
2271.53,955.09,2438
2272.53,784.388,1339
2285.97,1062.5,1655
2287.46,546.33,71742
2288.45,1255.67,1381
2292.44,837.408,3280
2297.41,239.137,61727
2311.85,239.143,64460
2311.85,784.389,1053
2321.31,784.901,1014
2330.26,239.149,61510
2340.72,1001.54,1780
2346.69,546.319,38907
2348.18,239.137,62601
2362.62,784.381,1074
2368.09,1221.98,1085
2378.05,239.137,61311
2385.51,903.341,2240
2394.47,239.15,60613
2403.93,239.155,60886
2423.34,239.155,60702
2425.83,761.891,3590
2437.78,239.137,61018
2457.19,239.146,60378
2480.09,239.146,59938
2495.02,239.137,59739
2511.94,239.137,58746
2520.9,239.146,59470
2530.86,922.037,1059
2536.83,239.137,58928
2556.24,239.137,58226
2564.2,239.149,58169
2573.16,239.146,58245
2584.61,239.137,57391
2607.51,239.137,56570
2607.51,749.429,2306
2618.46,239.137,57023
2637.87,239.146,56363
2650.81,239.137,56166
2668.23,239.146,56248
2685.15,239.147,56301
2718.5,239.146,55712
2753.84,239.143,55801
2770.77,239.143,54304
2782.22,239.137,54630
2797.65,239.147,52596
2812.08,1221.98,1022
2815.07,239.147,52564
2835.97,239.137,50649
2850.4,1221.96,1046
2861.36,239.137,48163
2874.8,239.137,47153
2889.23,239.137,45271
2904.66,239.137,42430
2921.09,367.142,59149
2921.58,711.277,2944
2943.98,261.126,46033
2959.41,261.126,47833
2979.32,261.126,49396
3009.18,261.126,48826
3011.18,752.46,1065
3021.13,261.126,48925
3031.09,261.138,49176
3031.09,437.209,19950
3031.58,851.377,2456
3067.42,261.126,49814
3087.33,261.126,49692
3103.26,261.126,49278
3116.7,415.223,176377
3116.7,851.442,60826
3129.14,261.126,49490
3143.58,261.126,49292
3143.58,415.2,34981
3146.56,851.377,6400
3153.03,261.126,50356
3170.95,261.126,49370
3177.42,620.426,1081
3181.9,851.377,2044
3188.87,261.126,48138
3207.78,261.126,48272
3217.24,851.394,1026
3235.66,851.394,5756
3237.15,437.189,34897
3244.62,261.126,48394
3285.43,239.137,42606
3290.91,922.002,1021
3297.88,239.137,43577
